4.86,189.0
1.94,809.0
1.646,328.0
0.776,138.0
0.499,649.0
1.321,672.0
4.423,594.0
3.725,696.0
3.955,247.0
4.986,663.0
0.382,704.0
2.77,707.0
4.668,778.0
1.171,809.0
3.854,252.0
0.737,576.0
1.03,764.0
3.419,171.0
1.377,778.0
2.357,460.0
4.236,908.0
1.052,832.0
4.489,308.0
4.504,611.0
1.459,657.0
4.613,147.0
3.114,660.0
3.721,666.0
3.148,232.0
3.373,669.0
3.734,281.0
0.771,920.0
1.723,707.0
4.738,316.0
1.845,858.0
0.892,982.0
3.792,599.0
4.075,719.0
3.854,846.0
1.648,751.0
0.879,637.0
1.23,889.0
1.077,299.0
0.493,270.0
2.779,407.0
3.726,157.0
0.838,951.0
0.882,711.0
3.959,236.0
3.206,181.0
1.298,840.0
1.715,255.0
0.716,756.0
0.956,645.0
4.175,901.0
3.411,775.0
0.697,315.0
0.571,734.0
0.817,327.0
1.649,215.0
3.326,756.0
0.454,790.0
2.739,241.0
0.803,729.0
3.827,712.0
3.496,164.0
3.697,724.0
0.335,167.0
4.963,682.0
4.815,643.0
4.118,858.0
3.619,579.0
4.206,205.0
0.711,810.0
4.089,671.0
1.563,337.0
3.888,701.0
3.409,818.0
1.481,805.0
0.396,286.0
0.86,580.0
1.915,675.0
3.546,287.0
3.531,567.0
3.794,932.0
4.359,692.0
1.854,835.0
1.549,875.0
3.897,735.0
0.398,218.0
3.895,861.0
1.89,724.0
3.517,582.0
1.062,850.0
2.88,215.0
1.207,690.0
3.657,919.0
0.995,627.0
1.288,339.0
3.496,277.0
4.666,940.0
3.845,711.0
0.681,806.0
3.022,723.0
3.387,320.0
0.783,659.0
3.964,824.0
1.567,205.0
1.96,428.0
1.918,217.0
3.443,626.0
1.563,815.0
0.86,295.0
3.179,683.0
1.087,332.0
3.643,261.0
0.834,633.0
2.891,840.0
1.17,683.0
3.917,255.0
0.854,220.0
3.779,607.0
3.721,736.0
1.71,735.0
3.022,698.0
3.086,420.0
0.627,810.0
0.95,707.0
3.467,791.0
2.919,177.0
3.773,657.0
4.816,711.0
4.425,141.0
3.175,633.0
1.24,812.0
5.047,224.0
5.072,178.0
2.97,651.0
1.475,725.0
4.972,263.0
3.242,383.0
3.816,203.0
4.956,635.0
1.55,920.0
3.884,692.0
3.753,214.0
4.938,221.0
0.917,143.0
4.614,746.0
0.335,809.0
4.716,686.0
3.375,220.0
5.102,720.0
0.806,895.0
3.683,540.0
3.988,736.0
3.743,923.0
1.21,264.0
3.689,223.0
3.142,710.0
3.589,832.0
4.605,171.0
2.008,384.0
4.402,915.0
5.177,207.0
3.703,225.0
3.487,616.0
1.021,578.0
0.338,753.0
4.903,899.0
0.402,658.0
3.736,214.0
0.484,820.0
4.468,935.0
3.95,734.0
3.71,760.0
3.27,604.0
4.152,586.0
1.442,597.0
1.025,213.0
1.77,282.0
3.32,144.0
0.607,218.0
3.566,726.0
3.245,706.0
1.644,187.0
3.847,637.0
3.214,759.0
4.308,866.0
0.883,954.0
4.46,938.0
4.842,654.0
4.606,718.0
3.476,782.0
1.075,741.0
1.235,788.0
0.341,654.0
4.389,650.0
2.913,436.0
0.713,190.0
3.79,156.0
3.478,779.0
2.582,375.0
3.27,830.0
1.342,806.0
0.285,820.0
3.761,704.0
4.52,646.0
4.678,838.0
4.865,609.0
4.595,594.0
4.276,237.0
4.536,690.0
1.777,311.0
2.763,268.0
1.368,948.0
1.474,258.0
3.138,778.0
4.164,577.0
1.265,291.0
3.006,771.0
3.326,610.0
3.936,629.0
1.365,229.0
1.426,249.0
4.445,595.0
0.943,693.0
4.401,148.0
1.447,742.0
4.573,190.0
1.107,858.0
1.429,912.0
2.851,172.0
4.115,901.0
0.705,167.0
0.303,640.0
3.946,271.0
4.746,626.0
2.113,429.0
4.35,592.0
0.641,705.0
3.011,259.0
1.023,538.0
4.442,739.0
4.738,137.0
1.215,914.0
3.745,561.0
0.719,566.0
4.023,687.0
3.232,291.0
4.056,256.0
3.291,405.0
0.634,278.0
3.756,763.0
0.772,318.0
3.43,302.0
0.694,584.0
0.991,163.0
1.753,661.0
2.378,442.0
3.643,635.0
3.861,255.0
3.034,828.0
3.572,964.0
1.145,750.0
4.562,288.0
4.055,756.0
3.404,811.0
3.781,943.0
1.254,758.0
3.823,148.0
1.883,417.0
4.071,119.0
4.167,904.0
1.877,747.0
4.387,911.0
4.558,802.0
4.88,930.0
3.901,196.0
4.597,707.0
1.413,263.0
1.889,723.0
4.528,752.0
3.729,244.0
1.569,302.0
5.132,260.0
0.994,799.0
0.872,696.0
3.593,552.0
4.886,201.0
1.646,333.0
3.093,772.0
5.162,688.0
4.099,261.0
1.041,581.0
1.94,230.0
0.383,831.0
1.102,656.0
3.089,890.0
3.53,605.0
4.683,871.0
1.662,848.0
0.674,718.0
4.951,771.0
1.033,946.0
3.959,952.0
3.238,694.0
4.536,303.0
3.367,216.0
3.599,237.0
2.743,755.0
3.891,165.0
0.779,750.0
1.671,832.0
1.394,207.0
1.667,284.0
1.011,331.0
3.378,856.0
4.935,765.0
2.881,853.0
0.942,619.0
0.322,675.0
4.067,721.0
1.168,306.0
1.893,225.0
0.896,349.0
1.108,593.0
0.851,699.0
0.846,616.0
3.742,260.0
0.638,180.0
1.038,279.0
4.77,713.0
1.248,124.0
1.609,322.0
4.898,753.0
1.371,321.0
4.349,276.0
4.966,210.0
3.934,191.0
1.505,298.0
0.718,683.0
4.091,752.0
